Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
15 - 6,146,Jaguars D/ST,D/ST,BHam Legion,114.73,6.75,36.0,2.12,17,{6CCC4CB0-3D3D-4B78-875B-E6CBCCD76455},59.94,F
8 - 7,77,Christian Kirk,WR,RAJUN CAJUN,205.43,13.7,70.9,8.86,8,{97ABA629-8E14-4D1F-95C6-919C4601753F},59.72,F
11 - 6,106,Mike Williams,WR,BHam Legion,163.13,11.65,56.8,3.16,18,{6CCC4CB0-3D3D-4B78-875B-E6CBCCD76455},59.4,F
6 - 10,60,Dak Prescott,QB,OAC PADS,276.67,18.44,116.52,14.57,8,{8EF83BEE-329B-4056-9953-F0E1B26AC099},58.4,F
7 - 10,70,Rashee Rice,WR,Trestleches,209.27,14.95,64.9,16.23,4,{25870909-7F4E-4BCB-8709-097F4E7BCBC7},58.38,F
12 - 3,113,Jonathon Brooks,RB,Masoud's Magnificent Team,139.98,14.0,7.5,2.5,3,{4385A6FE-E567-4B2D-974F-41AE8016A5C7},58.23,F
8 - 3,73,Zamir White,RB,Masoud's Magnificent Team,182.53,13.04,29.3,3.66,8,{4385A6FE-E567-4B2D-974F-41AE8016A5C7},56.99,F
2 - 8,18,Chris Olave,WR,Django Achane'd,245.77,16.38,76.7,9.59,8,{AD210E40-D18C-44A3-BDBA-42E28FF54B9A},55.89,F
16 - 4,154,Deshaun Watson,QB,Did I Set My Lineup?,258.63,17.24,76.72,10.96,7,{8C7A0230-54EF-41A3-BA02-3054EF71A3F4},55.84,F
5 - 1,41,Brandon Aiyuk,WR,OAC PADS,222.47,14.83,62.4,8.91,7,{8EF83BEE-329B-4056-9953-F0E1B26AC099},55.72,F
16 - 3,153,Greg Zuerlein,K,Masoud's Magnificent Team,140.96,8.29,35.0,4.38,8,{4385A6FE-E567-4B2D-974F-41AE8016A5C7},54.97,F
2 - 9,19,Isiah Pacheco,RB,Team Date,232.55,16.61,56.9,8.13,7,{EFBB74C0-DA6D-43EC-825B-CBB72282EC4B},54.88,F
12 - 5,115,Hollywood Brown,WR,BHam Legion,140.29,11.69,18.1,9.05,2,{6CCC4CB0-3D3D-4B78-875B-E6CBCCD76455},54.77,F
1 - 1,1,Christian McCaffrey,RB,OAC PADS,335.49,25.81,47.8,11.95,4,{8EF83BEE-329B-4056-9953-F0E1B26AC099},51.2,F
