League,Year,Week,Home Team,Home Score,Home Predicted Score,Away Team,Away Score,Away Predicted Score,Predicted Winner,Actual Winner
Brown Munde,2023,14,NoHalfSends,98.48,100.45,Team bhalani,86.24,113.15,Team bhalani,NoHalfSends
Brown Munde,2023,15,Killler jatt ,102.6,91.57,,0.0,0.0,Killler jatt ,Killler jatt 
Brown Munde,2023,15,NoHalfSends,102.22,107.28,Green,99.22,110.18,Green,NoHalfSends
Brown Munde,2023,15,Team Padodara,130.56,114.93,Eks Gonna Give It To Ya!,117.22,125.03,Eks Gonna Give It To Ya!,Team Padodara
Brown Munde,2023,15,Still Rollin',99.04,103.41,,0.0,0.0,Still Rollin',Still Rollin'
Brown Munde,2023,15,BurgerBoyz,61.16,114.68,Team bhalani,97.6,96.8,BurgerBoyz,Team bhalani
Brown Munde,2023,15,Hark,93.56,89.51,"All Barkley, No Bite",93.64,104.11,"All Barkley, No Bite","All Barkley, No Bite"
Brown Munde,2023,16,Killler jatt ,90.48,115.71,NoHalfSends,113.64,110.94,Killler jatt ,NoHalfSends
Brown Munde,2023,16,Still Rollin',164.58,120.16,Team Padodara,148.36,121.14,Team Padodara,Still Rollin'
Brown Munde,2023,16,Green,161.12,108.9,Eks Gonna Give It To Ya!,100.82,120.6,Eks Gonna Give It To Ya!,Green
Brown Munde,2023,16,Team bhalani,115.3,103.22,"All Barkley, No Bite",179.08,113.88,"All Barkley, No Bite","All Barkley, No Bite"
Brown Munde,2023,16,BurgerBoyz,66.78,94.47,Hark,50.54,98.32,Hark,BurgerBoyz
Brown Munde,2023,17,Still Rollin',123.88,123.88,NoHalfSends,97.88,97.88,Still Rollin',Still Rollin'
Brown Munde,2023,17,Killler jatt ,124.02,124.02,Team Padodara,89.84,89.84,Killler jatt ,Killler jatt 
Brown Munde,2023,17,Green,116.86,116.86,Eks Gonna Give It To Ya!,132.98,132.98,Eks Gonna Give It To Ya!,Eks Gonna Give It To Ya!
Brown Munde,2023,17,BurgerBoyz,131.66,131.66,"All Barkley, No Bite",126.14,126.14,BurgerBoyz,BurgerBoyz
Brown Munde,2023,17,Team bhalani,66.1,66.1,Hark,86.4,86.4,Hark,Hark
Brown Munde,2024,1,Meet the Nabers,113.86,114.91,"All Barkley, No Bite",89.16,118.13,"All Barkley, No Bite",Meet the Nabers
Brown Munde,2024,1,Team BB,164.48,121.39,THE BIGMADBLUE,150.48,118.01,Team BB,Team BB
Brown Munde,2024,1,Still Rollin',105.62,118.0,Hark,79.22,114.73,Still Rollin',Still Rollin'
Brown Munde,2024,1,Team Padodara,121.08,118.03,NoHalfSends,125.62,116.97,Team Padodara,NoHalfSends
Brown Munde,2024,1,Bhals,80.06,110.41,BurgerBoyz,132.54,103.74,Bhals,BurgerBoyz
Brown Munde,2024,2,"All Barkley, No Bite",97.12,121.27,THE BIGMADBLUE,112.36,125.74,THE BIGMADBLUE,THE BIGMADBLUE
Brown Munde,2024,2,Hark,116.18,125.59,Meet the Nabers,133.1,114.33,Hark,Meet the Nabers
Brown Munde,2024,2,NoHalfSends,115.52,99.21,Team BB,111.16,109.98,Team BB,NoHalfSends
Brown Munde,2024,2,BurgerBoyz,96.34,119.64,Still Rollin',144.58,123.9,Still Rollin',Still Rollin'
Brown Munde,2024,2,Bhals,104.74,118.99,Team Padodara,146.74,126.38,Team Padodara,Team Padodara
Brown Munde,2024,3,Hark,112.38,118.32,"All Barkley, No Bite",79.96,97.58,Hark,Hark
Brown Munde,2024,3,THE BIGMADBLUE,106.92,109.87,NoHalfSends,84.44,116.93,NoHalfSends,THE BIGMADBLUE
Brown Munde,2024,3,Meet the Nabers,99.5,119.54,BurgerBoyz,99.4,122.31,BurgerBoyz,Meet the Nabers
Brown Munde,2024,3,Team BB,148.78,113.7,Bhals,125.76,115.83,Bhals,Team BB
Brown Munde,2024,3,Still Rollin',99.52,126.57,Team Padodara,111.88,120.75,Still Rollin',Team Padodara
Brown Munde,2024,4,"All Barkley, No Bite",115.44,91.79,NoHalfSends,131.72,113.88,NoHalfSends,NoHalfSends
Brown Munde,2024,4,BurgerBoyz,107.8,114.26,Hark,117.04,114.08,BurgerBoyz,Hark
Brown Munde,2024,4,Bhals,123.82,113.0,THE BIGMADBLUE,92.6,114.38,THE BIGMADBLUE,Bhals
Brown Munde,2024,4,Team Padodara,73.98,115.2,Meet the Nabers,103.8,124.54,Meet the Nabers,Meet the Nabers
Brown Munde,2024,4,Still Rollin',134.66,118.58,Team BB,102.54,116.69,Still Rollin',Still Rollin'
Brown Munde,2024,5,BurgerBoyz,87.24,108.83,"All Barkley, No Bite",85.88,110.72,"All Barkley, No Bite",BurgerBoyz
Brown Munde,2024,5,NoHalfSends,118.44,115.48,Bhals,153.82,114.75,NoHalfSends,Bhals
Brown Munde,2024,5,Hark,139.42,110.09,Team Padodara,79.0,91.07,Hark,Hark
Brown Munde,2024,5,THE BIGMADBLUE,91.54,108.87,Still Rollin',129.0,123.1,Still Rollin',Still Rollin'
Brown Munde,2024,5,Meet the Nabers,116.34,108.86,Team BB,122.96,106.4,Meet the Nabers,Team BB
Brown Munde,2024,6,"All Barkley, No Bite",93.52,114.59,Bhals,118.46,127.13,Bhals,Bhals
Brown Munde,2024,6,Team Padodara,65.56,96.76,BurgerBoyz,122.8,103.12,BurgerBoyz,BurgerBoyz
Brown Munde,2024,6,Still Rollin',123.7,119.55,NoHalfSends,124.36,120.46,NoHalfSends,NoHalfSends
Brown Munde,2024,6,Team BB,110.7,113.52,Hark,124.42,107.77,Team BB,Hark
Brown Munde,2024,6,Meet the Nabers,140.28,118.98,THE BIGMADBLUE,130.4,112.0,Meet the Nabers,Meet the Nabers
Brown Munde,2024,7,Team Padodara,85.0,103.82,"All Barkley, No Bite",72.8,67.97,Team Padodara,Team Padodara
Brown Munde,2024,7,Bhals,95.64,125.93,Still Rollin',143.3,133.01,Still Rollin',Still Rollin'
Brown Munde,2024,7,BurgerBoyz,72.96,103.26,Team BB,125.46,121.31,Team BB,Team BB
Brown Munde,2024,7,NoHalfSends,119.26,121.41,Meet the Nabers,128.24,124.3,Meet the Nabers,Meet the Nabers
Brown Munde,2024,7,Hark,92.14,116.97,THE BIGMADBLUE,96.52,110.31,Hark,THE BIGMADBLUE
Brown Munde,2024,8,"All Barkley, No Bite",122.94,112.39,Still Rollin',125.6,120.42,Still Rollin',Still Rollin'
Brown Munde,2024,8,Team BB,154.26,127.71,Team Padodara,114.58,110.6,Team BB,Team BB
Brown Munde,2024,8,Meet the Nabers,105.56,112.99,Bhals,133.34,124.13,Bhals,Bhals
Brown Munde,2024,8,THE BIGMADBLUE,111.52,122.97,BurgerBoyz,119.6,111.16,THE BIGMADBLUE,BurgerBoyz
Brown Munde,2024,8,Hark,106.36,126.04,NoHalfSends,153.04,129.83,NoHalfSends,NoHalfSends
Brown Munde,2024,9,Team BB,125.02,130.04,"All Barkley, No Bite",124.3,105.36,Team BB,Team BB
Brown Munde,2024,9,Still Rollin',140.22,128.65,Meet the Nabers,101.14,121.22,Still Rollin',Still Rollin'
Brown Munde,2024,9,Team Padodara,84.76,110.04,THE BIGMADBLUE,118.3,116.14,THE BIGMADBLUE,THE BIGMADBLUE
Brown Munde,2024,9,Bhals,117.96,124.12,Hark,166.0,114.18,Bhals,Hark
Brown Munde,2024,9,BurgerBoyz,92.34,104.69,NoHalfSends,123.38,129.91,NoHalfSends,NoHalfSends
Brown Munde,2024,10,"All Barkley, No Bite",93.5,105.07,Meet the Nabers,115.38,119.74,Meet the Nabers,Meet the Nabers
Brown Munde,2024,10,THE BIGMADBLUE,114.9,121.71,Team BB,102.54,126.02,Team BB,THE BIGMADBLUE
Brown Munde,2024,10,Hark,94.4,114.87,Still Rollin',103.04,121.73,Still Rollin',Still Rollin'
Brown Munde,2024,10,NoHalfSends,113.08,125.61,Team Padodara,106.54,104.87,NoHalfSends,NoHalfSends
Brown Munde,2024,10,BurgerBoyz,90.84,109.85,Bhals,135.08,124.27,Bhals,Bhals
Brown Munde,2024,11,THE BIGMADBLUE,127.28,107.26,"All Barkley, No Bite",75.6,103.52,THE BIGMADBLUE,THE BIGMADBLUE
Brown Munde,2024,11,Meet the Nabers,131.98,112.22,Hark,69.18,124.13,Hark,Meet the Nabers
Brown Munde,2024,11,Team BB,143.78,118.85,NoHalfSends,93.04,110.37,Team BB,Team BB
Brown Munde,2024,11,Still Rollin',122.98,122.68,BurgerBoyz,102.14,98.32,Still Rollin',Still Rollin'
Brown Munde,2024,11,Team Padodara,109.36,105.83,Bhals,109.74,116.41,Bhals,Bhals
Brown Munde,2024,12,"All Barkley, No Bite",103.2,94.65,Hark,95.08,119.37,Hark,"All Barkley, No Bite"
Brown Munde,2024,12,NoHalfSends,100.16,124.28,THE BIGMADBLUE,77.36,102.62,NoHalfSends,NoHalfSends
Brown Munde,2024,12,BurgerBoyz,104.26,119.85,Meet the Nabers,99.48,107.13,BurgerBoyz,BurgerBoyz
Brown Munde,2024,12,Bhals,163.6,117.75,Team BB,158.12,112.32,Bhals,Bhals
Brown Munde,2024,12,Team Padodara,49.7,93.01,Still Rollin',147.56,108.6,Still Rollin',Still Rollin'
Brown Munde,2024,13,NoHalfSends,79.52,120.8,"All Barkley, No Bite",103.66,107.92,NoHalfSends,"All Barkley, No Bite"
Brown Munde,2024,13,Hark,126.08,119.36,BurgerBoyz,96.64,120.62,BurgerBoyz,Hark
Brown Munde,2024,13,THE BIGMADBLUE,119.02,116.69,Bhals,145.14,128.1,Bhals,Bhals
Brown Munde,2024,13,Meet the Nabers,128.68,124.57,Team Padodara,72.7,74.68,Meet the Nabers,Meet the Nabers
Brown Munde,2024,13,Team BB,123.06,131.28,Still Rollin',130.9,134.18,Still Rollin',Still Rollin'
Brown Munde,2024,14,Still Rollin',103.1,110.57,Hark,108.64,108.5,Still Rollin',Hark
Brown Munde,2024,14,THE BIGMADBLUE,160.98,116.15,Team Padodara,154.76,113.54,THE BIGMADBLUE,THE BIGMADBLUE
Brown Munde,2024,14,BurgerBoyz,94.2,109.43,"All Barkley, No Bite",66.52,60.85,BurgerBoyz,BurgerBoyz
Brown Munde,2024,14,Team BB,90.08,127.55,Meet the Nabers,158.44,115.87,Team BB,Meet the Nabers
Brown Munde,2024,14,NoHalfSends,141.12,111.35,Bhals,137.16,111.49,Bhals,NoHalfSends
Brown Munde,2024,15,Still Rollin',151.2,122.79,,0.0,0.0,Still Rollin',Still Rollin'
Brown Munde,2024,15,Meet the Nabers,103.14,126.7,Team BB,140.04,128.94,Team BB,Team BB
Brown Munde,2024,15,Bhals,147.74,137.05,THE BIGMADBLUE,165.18,120.36,Bhals,THE BIGMADBLUE
Brown Munde,2024,15,NoHalfSends,152.4,112.77,,0.0,0.0,NoHalfSends,NoHalfSends
Brown Munde,2024,15,Hark,124.2,119.47,BurgerBoyz,99.16,109.39,Hark,Hark
Brown Munde,2024,15,Team Padodara,81.26,110.15,"All Barkley, No Bite",70.42,107.48,Team Padodara,Team Padodara
Brown Munde,2024,16,Still Rollin',93.82,118.11,Team BB,168.84,124.84,Team BB,Team BB
Brown Munde,2024,16,NoHalfSends,129.04,121.93,THE BIGMADBLUE,83.16,122.69,THE BIGMADBLUE,NoHalfSends
Brown Munde,2024,16,Bhals,179.92,143.43,Meet the Nabers,110.4,123.22,Bhals,Bhals
Brown Munde,2024,16,Hark,129.98,119.48,Team Padodara,66.78,101.23,Hark,Hark
Brown Munde,2024,16,BurgerBoyz,86.4,82.2,"All Barkley, No Bite",92.28,103.91,"All Barkley, No Bite","All Barkley, No Bite"
Brown Munde,2024,17,NoHalfSends,105.1,105.1,Team BB,147.86,147.86,Team BB,Team BB
Brown Munde,2024,17,Still Rollin',155.36,155.36,THE BIGMADBLUE,90.08,90.08,Still Rollin',Still Rollin'
Brown Munde,2024,17,Bhals,127.38,127.38,Meet the Nabers,134.4,134.4,Meet the Nabers,Meet the Nabers
Brown Munde,2024,17,Hark,157.62,157.62,"All Barkley, No Bite",97.8,97.8,Hark,Hark
Brown Munde,2024,17,BurgerBoyz,88.1,88.1,Team Padodara,73.44,73.44,BurgerBoyz,BurgerBoyz
THE BEST OF THE BEST,2022,1,Wu-Tangs Killabeez,79.88,107.49,Peter Pan + the Lost Boys ,77.6,107.72,Peter Pan + the Lost Boys ,Wu-Tangs Killabeez
THE BEST OF THE BEST,2022,1,Dirty Tone and  The Boys,114.3,101.7,Team Rodriguez,127.58,103.75,Team Rodriguez,Team Rodriguez
THE BEST OF THE BEST,2022,1,Need a New Name,74.96,100.66,Saving Private Ryan,99.62,103.97,Saving Private Ryan,Saving Private Ryan
THE BEST OF THE BEST,2022,1,Breece’s  Pieces,93.72,97.35,Crazy Kat,89.28,106.38,Crazy Kat,Breece’s  Pieces
THE BEST OF THE BEST,2022,1,The Truth Hurts,83.22,107.83,The  Dream crusher,126.1,100.08,The Truth Hurts,The  Dream crusher
THE BEST OF THE BEST,2022,1,Free  Brady,100.3,98.85,the   jadey bunch,111.1,102.46,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2022,1,Lucky #13s,81.62,105.68,Maid of Honor,115.36,108.72,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2022,2,Team Rodriguez,75.44,107.09,Saving Private Ryan,91.38,97.84,Team Rodriguez,Saving Private Ryan
THE BEST OF THE BEST,2022,2,Crazy Kat,127.48,102.86,Wu-Tangs Killabeez,117.0,103.36,Wu-Tangs Killabeez,Crazy Kat
THE BEST OF THE BEST,2022,2,The  Dream crusher,120.7,103.15,Peter Pan + the Lost Boys ,90.26,101.28,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2022,2,the   jadey bunch,101.26,106.6,Dirty Tone and  The Boys,137.0,104.4,the   jadey bunch,Dirty Tone and  The Boys
THE BEST OF THE BEST,2022,2,Maid of Honor,88.86,107.8,Need a New Name,84.8,97.48,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2022,2,Free  Brady,90.48,102.73,Breece’s  Pieces,104.76,97.14,Free  Brady,Breece’s  Pieces
THE BEST OF THE BEST,2022,2,Lucky #13s,104.72,103.87,The Truth Hurts,102.62,105.32,The Truth Hurts,Lucky #13s
THE BEST OF THE BEST,2022,3,Crazy Kat,102.5,106.23,The  Dream crusher,87.18,106.38,The  Dream crusher,Crazy Kat
THE BEST OF THE BEST,2022,3,Team Rodriguez,115.1,109.82,the   jadey bunch,106.3,103.58,Team Rodriguez,Team Rodriguez
THE BEST OF THE BEST,2022,3,Saving Private Ryan,53.66,102.61,Maid of Honor,85.68,99.76,Saving Private Ryan,Maid of Honor
THE BEST OF THE BEST,2022,3,Wu-Tangs Killabeez,121.74,110.98,Free  Brady,68.42,100.45,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2022,3,Peter Pan + the Lost Boys ,53.36,101.86,Lucky #13s,109.62,104.66,Lucky #13s,Lucky #13s
THE BEST OF THE BEST,2022,3,Dirty Tone and  The Boys,104.06,107.03,Breece’s  Pieces,107.3,97.07,Dirty Tone and  The Boys,Breece’s  Pieces
THE BEST OF THE BEST,2022,3,Need a New Name,75.68,99.7,The Truth Hurts,111.6,99.52,Need a New Name,The Truth Hurts
THE BEST OF THE BEST,2022,4,the   jadey bunch,122.94,107.16,Maid of Honor,121.1,102.02,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2022,4,Free  Brady,62.32,92.79,Crazy Kat,112.42,102.86,Crazy Kat,Crazy Kat
THE BEST OF THE BEST,2022,4,Lucky #13s,112.06,101.55,The  Dream crusher,107.86,104.22,The  Dream crusher,Lucky #13s
THE BEST OF THE BEST,2022,4,Breece’s  Pieces,102.58,104.25,Team Rodriguez,100.02,104.62,Team Rodriguez,Breece’s  Pieces
THE BEST OF THE BEST,2022,4,The Truth Hurts,97.46,108.76,Saving Private Ryan,91.38,100.04,The Truth Hurts,The Truth Hurts
THE BEST OF THE BEST,2022,4,Dirty Tone and  The Boys,97.76,108.35,Wu-Tangs Killabeez,107.4,111.5,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2022,4,Need a New Name,124.72,92.2,Peter Pan + the Lost Boys ,114.48,100.72,Peter Pan + the Lost Boys ,Need a New Name
THE BEST OF THE BEST,2022,5,Free  Brady,61.44,92.58,Lucky #13s,91.86,106.72,Lucky #13s,Lucky #13s
THE BEST OF THE BEST,2022,5,the   jadey bunch,121.6,108.04,Breece’s  Pieces,102.88,103.46,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2022,5,Maid of Honor,90.3,99.78,The Truth Hurts,96.96,107.9,The Truth Hurts,The Truth Hurts
THE BEST OF THE BEST,2022,5,Crazy Kat,135.26,103.63,Dirty Tone and  The Boys,106.92,105.05,Dirty Tone and  The Boys,Crazy Kat
THE BEST OF THE BEST,2022,5,The  Dream crusher,150.68,109.47,Need a New Name,96.06,106.18,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2022,5,Team Rodriguez,119.24,106.42,Wu-Tangs Killabeez,102.54,114.8,Wu-Tangs Killabeez,Team Rodriguez
THE BEST OF THE BEST,2022,5,Saving Private Ryan,128.1,103.64,Peter Pan + the Lost Boys ,103.86,103.8,Peter Pan + the Lost Boys ,Saving Private Ryan
THE BEST OF THE BEST,2022,6,Breece’s  Pieces,121.0,99.39,The Truth Hurts,75.8,104.06,The Truth Hurts,Breece’s  Pieces
THE BEST OF THE BEST,2022,6,Dirty Tone and  The Boys,84.82,91.29,Free  Brady,77.72,91.41,Free  Brady,Dirty Tone and  The Boys
THE BEST OF THE BEST,2022,6,Need a New Name,68.64,82.84,Lucky #13s,79.4,97.27,Lucky #13s,Lucky #13s
THE BEST OF THE BEST,2022,6,Wu-Tangs Killabeez,121.02,111.24,the   jadey bunch,91.94,103.06,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2022,6,Peter Pan + the Lost Boys ,69.32,98.55,Maid of Honor,73.66,88.88,Peter Pan + the Lost Boys ,Maid of Honor
THE BEST OF THE BEST,2022,6,Team Rodriguez,86.7,92.65,Crazy Kat,115.46,102.54,Crazy Kat,Crazy Kat
THE BEST OF THE BEST,2022,6,Saving Private Ryan,86.28,103.63,The  Dream crusher,109.22,101.46,Saving Private Ryan,The  Dream crusher
THE BEST OF THE BEST,2022,7,Dirty Tone and  The Boys,94.62,87.46,Need a New Name,97.72,79.77,Dirty Tone and  The Boys,Need a New Name
THE BEST OF THE BEST,2022,7,Breece’s  Pieces,141.74,112.8,Wu-Tangs Killabeez,89.6,99.37,Breece’s  Pieces,Breece’s  Pieces
THE BEST OF THE BEST,2022,7,The Truth Hurts,68.92,97.8,Peter Pan + the Lost Boys ,92.88,101.21,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2022,7,Free  Brady,82.94,76.24,Team Rodriguez,80.68,82.38,Team Rodriguez,Free  Brady
THE BEST OF THE BEST,2022,7,Lucky #13s,114.0,111.07,Saving Private Ryan,112.26,98.72,Lucky #13s,Lucky #13s
THE BEST OF THE BEST,2022,7,the   jadey bunch,87.06,94.65,Crazy Kat,86.24,92.23,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2022,7,Maid of Honor,93.74,103.56,The  Dream crusher,85.02,102.27,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2022,8,Peter Pan + the Lost Boys ,133.6,101.78,Team Rodriguez,113.08,98.75,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2022,8,Saving Private Ryan,106.64,89.36,Crazy Kat,124.38,107.99,Crazy Kat,Crazy Kat
THE BEST OF THE BEST,2022,8,The  Dream crusher,110.08,95.96,the   jadey bunch,114.02,102.74,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2022,8,Maid of Honor,85.12,95.17,Free  Brady,74.24,90.68,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2022,8,Lucky #13s,138.42,103.49,Breece’s  Pieces,78.98,96.09,Lucky #13s,Lucky #13s
THE BEST OF THE BEST,2022,8,The Truth Hurts,105.36,91.1,Dirty Tone and  The Boys,139.5,95.12,Dirty Tone and  The Boys,Dirty Tone and  The Boys
THE BEST OF THE BEST,2022,8,Need a New Name,110.34,89.3,Wu-Tangs Killabeez,115.3,114.66,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2022,9,Crazy Kat,107.1,95.39,Peter Pan + the Lost Boys ,98.16,100.65,Peter Pan + the Lost Boys ,Crazy Kat
THE BEST OF THE BEST,2022,9,the   jadey bunch,100.94,86.86,Saving Private Ryan,89.9,104.52,Saving Private Ryan,the   jadey bunch
THE BEST OF THE BEST,2022,9,Free  Brady,84.26,80.68,The  Dream crusher,121.54,103.06,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2022,9,Breece’s  Pieces,86.74,105.03,Maid of Honor,58.92,82.58,Breece’s  Pieces,Breece’s  Pieces
THE BEST OF THE BEST,2022,9,Dirty Tone and  The Boys,76.9,91.6,Lucky #13s,64.22,105.38,Lucky #13s,Dirty Tone and  The Boys
THE BEST OF THE BEST,2022,9,Wu-Tangs Killabeez,116.4,109.18,The Truth Hurts,90.22,87.48,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2022,9,Team Rodriguez,90.9,95.27,Need a New Name,103.98,94.69,Team Rodriguez,Need a New Name
THE BEST OF THE BEST,2022,10,Peter Pan + the Lost Boys ,88.5,87.98,the   jadey bunch,123.68,108.47,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2022,10,Saving Private Ryan,96.5,98.06,Free  Brady,101.82,85.32,Saving Private Ryan,Free  Brady
THE BEST OF THE BEST,2022,10,The  Dream crusher,118.14,107.53,Breece’s  Pieces,107.16,97.47,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2022,10,Maid of Honor,82.84,87.71,Dirty Tone and  The Boys,68.9,82.9,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2022,10,Lucky #13s,102.0,106.45,Wu-Tangs Killabeez,99.82,107.71,Wu-Tangs Killabeez,Lucky #13s
THE BEST OF THE BEST,2022,10,The Truth Hurts,100.2,96.63,Team Rodriguez,92.28,92.16,The Truth Hurts,The Truth Hurts
THE BEST OF THE BEST,2022,10,Need a New Name,72.04,95.86,Crazy Kat,92.9,105.49,Crazy Kat,Crazy Kat
THE BEST OF THE BEST,2022,11,Free  Brady,81.54,82.62,Peter Pan + the Lost Boys ,79.94,95.35,Peter Pan + the Lost Boys ,Free  Brady
THE BEST OF THE BEST,2022,11,Breece’s  Pieces,105.2,95.44,Saving Private Ryan,112.52,92.55,Breece’s  Pieces,Saving Private Ryan
THE BEST OF THE BEST,2022,11,Dirty Tone and  The Boys,107.32,98.31,The  Dream crusher,125.66,101.15,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2022,11,Wu-Tangs Killabeez,55.34,99.87,Maid of Honor,100.4,98.61,Wu-Tangs Killabeez,Maid of Honor
THE BEST OF THE BEST,2022,11,Team Rodriguez,90.6,85.88,Lucky #13s,91.06,109.59,Lucky #13s,Lucky #13s
THE BEST OF THE BEST,2022,11,Crazy Kat,121.28,107.32,The Truth Hurts,100.3,90.07,Crazy Kat,Crazy Kat
THE BEST OF THE BEST,2022,11,the   jadey bunch,137.92,114.41,Need a New Name,63.3,67.84,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2022,12,Peter Pan + the Lost Boys ,86.44,80.32,Breece’s  Pieces,84.3,101.55,Breece’s  Pieces,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2022,12,Saving Private Ryan,106.84,106.94,Dirty Tone and  The Boys,116.54,102.38,Saving Private Ryan,Dirty Tone and  The Boys
THE BEST OF THE BEST,2022,12,The  Dream crusher,88.6,109.95,Wu-Tangs Killabeez,136.94,117.05,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2022,12,Maid of Honor,123.96,103.91,Team Rodriguez,92.16,99.56,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2022,12,Lucky #13s,149.26,112.45,Crazy Kat,106.92,111.75,Lucky #13s,Lucky #13s
THE BEST OF THE BEST,2022,12,The Truth Hurts,98.62,93.97,the   jadey bunch,110.94,103.41,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2022,12,Need a New Name,68.0,79.21,Free  Brady,88.82,92.98,Free  Brady,Free  Brady
THE BEST OF THE BEST,2022,13,Peter Pan + the Lost Boys ,74.3,81.76,Wu-Tangs Killabeez,136.14,111.81,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2022,13,Saving Private Ryan,61.74,97.54,Team Rodriguez,102.82,90.42,Saving Private Ryan,Team Rodriguez
THE BEST OF THE BEST,2022,13,The  Dream crusher,108.82,102.92,Crazy Kat,132.82,105.08,Crazy Kat,Crazy Kat
THE BEST OF THE BEST,2022,13,Maid of Honor,72.6,99.37,the   jadey bunch,130.86,111.27,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2022,13,Lucky #13s,52.24,103.55,Free  Brady,83.0,80.52,Lucky #13s,Free  Brady
THE BEST OF THE BEST,2022,13,The Truth Hurts,129.7,95.93,Breece’s  Pieces,80.64,101.77,Breece’s  Pieces,The Truth Hurts
THE BEST OF THE BEST,2022,13,Need a New Name,89.5,86.76,Dirty Tone and  The Boys,68.26,105.97,Dirty Tone and  The Boys,Need a New Name
THE BEST OF THE BEST,2022,14,Team Rodriguez,89.1,100.18,Peter Pan + the Lost Boys ,95.26,86.82,Team Rodriguez,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2022,14,Crazy Kat,119.98,108.89,Saving Private Ryan,63.76,97.72,Crazy Kat,Crazy Kat
THE BEST OF THE BEST,2022,14,the   jadey bunch,117.56,112.2,The  Dream crusher,91.18,91.9,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2022,14,Free  Brady,66.66,93.31,Maid of Honor,66.78,76.22,Free  Brady,Maid of Honor
THE BEST OF THE BEST,2022,14,Breece’s  Pieces,113.86,96.03,Lucky #13s,110.1,99.0,Lucky #13s,Breece’s  Pieces
THE BEST OF THE BEST,2022,14,Dirty Tone and  The Boys,93.22,96.89,The Truth Hurts,100.58,93.37,Dirty Tone and  The Boys,The Truth Hurts
THE BEST OF THE BEST,2022,14,Wu-Tangs Killabeez,100.02,109.53,Need a New Name,75.0,62.33,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2022,15,the   jadey bunch,119.08,109.9,The Truth Hurts,113.3,100.84,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2022,15,Lucky #13s,71.16,98.98,Wu-Tangs Killabeez,103.78,113.2,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2022,15,Crazy Kat,158.86,111.82,Breece’s  Pieces,123.2,102.71,Crazy Kat,Crazy Kat
THE BEST OF THE BEST,2022,15,Maid of Honor,67.82,97.04,The  Dream crusher,85.14,100.41,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2022,15,Dirty Tone and  The Boys,96.82,87.5,Free  Brady,98.7,89.35,Free  Brady,Free  Brady
THE BEST OF THE BEST,2022,15,Team Rodriguez,104.0,93.25,Saving Private Ryan,48.9,68.53,Team Rodriguez,Team Rodriguez
THE BEST OF THE BEST,2022,15,Need a New Name,95.48,81.08,Peter Pan + the Lost Boys ,106.84,86.78,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2022,16,the   jadey bunch,105.36,106.9,Wu-Tangs Killabeez,90.84,115.84,Wu-Tangs Killabeez,the   jadey bunch
