Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Performance Grade,Letter Grade,Owner ID
Jauan Jennings,WR,Groot-o-Matic,59.87,3.99,146.0,12.17,12,81.99,B-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
Chase McLaughlin,K,Team HebAchi,133.87,7.87,114.0,8.77,13,81.53,B-,{49094F84-F849-4173-B052-21E1CDEDB4EF}
Khalil Shakir,WR,Brown Munde,123.77,8.25,125.9,10.49,12,81.28,B-,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Geno Smith,QB,Team HebAchi,200.1,14.29,173.56,13.35,13,79.47,C+,{49094F84-F849-4173-B052-21E1CDEDB4EF}
Buccaneers D/ST,D/ST,Cooper Troopers,272.37,16.02,140.8,10.83,13,79.37,C+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Tyrone Tracy Jr.,RB,The Chase is on,72.13,5.15,129.0,9.92,13,79.2,C+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
Jason Sanders,K,The Chase is on,130.69,7.69,116.0,8.92,13,79.19,C+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
Tucker Kraft,TE,Brown Munde,71.13,4.74,115.5,8.88,13,78.59,C+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Cade Otton,TE,Cooper Troopers,88.04,5.87,107.7,8.28,13,78.32,C+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Jakobi Meyers,WR,Wakanda Forever,138.9,9.26,123.6,11.24,11,78.2,C+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
Nick Folk,K,BB,135.58,7.98,104.0,8.0,13,77.69,C+,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
Kareem Hunt,RB,Pain Inflictors,0.0,0.0,115.6,11.56,10,75.89,C,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Tyler Bass,K,Vidhi's Spirited Team,126.72,7.45,104.0,8.0,13,75.72,C,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
Josh Downs,WR,Wakanda Forever,88.3,6.79,112.6,11.26,10,73.97,C,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
Hunter Henry,TE,Wakanda Forever,88.71,5.91,96.0,7.38,13,72.49,C-,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
Jameson Williams,WR,Groot-o-Matic,135.07,9.0,124.6,11.33,11,72.43,C-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
Nick Westbrook-Ikhine,WR,Wakanda Forever,18.26,1.3,98.4,7.57,13,69.99,D+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
Tank Bigsby,RB,Groot-o-Matic,68.16,4.87,99.2,8.27,12,68.87,D+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
Russell Wilson,QB,Cooper Troopers,148.7,12.39,101.76,14.54,7,67.44,D+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Tyler Allgeier,RB,Team CTE,127.66,9.12,82.0,6.31,13,62.59,D-,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
Romeo Doubs,WR,Vidhi's Spirited Team,110.99,7.4,77.3,7.73,10,61.96,D-,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
Isaac Guerendo,RB,Groot-o-Matic,37.72,2.69,74.3,5.31,14,58.66,F-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
Adam Thielen,WR,Pain Inflictors,134.54,8.97,62.7,10.45,6,57.69,F-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Braelon Allen,RB,Cooper Troopers,69.11,4.94,67.8,5.22,13,57.15,F-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Cedric Tillman,WR,Pain Inflictors,64.69,4.31,65.9,5.99,11,56.38,F-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Cam Akers,RB,Groot-o-Matic,22.05,1.7,59.3,4.56,13,49.91,F-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
Patrick Taylor Jr.,RB,Vidhi's Spirited Team,14.2,1.09,12.7,1.27,10,12.39,F-,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
Sincere McCormick,RB,Team HebAchi,0.0,0.0,20.7,5.17,4,10.0,F-,{49094F84-F849-4173-B052-21E1CDEDB4EF}
