Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Performance Grade,Letter Grade,Owner ID
Tyler Bass,K,The Golden Receivers,120.92,7.11,100.0,7.69,13,68.52,D+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Nick Westbrook-Ikhine,WR,Pennoni Adjacent,22.26,1.59,107.4,8.26,13,67.07,D+,{4FB9792B-D0E9-407C-A000-A60B0F30DB08}
Elijah Moore,WR,Pennoni Adjacent,71.95,4.8,107.2,8.25,13,66.99,D,{4FB9792B-D0E9-407C-A000-A60B0F30DB08}
Cole Kmet,TE,Pho_King,113.67,7.58,106.8,8.22,13,66.8,D,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
Justice Hill,RB,Philadelphia Bills Mafia,89.11,6.36,106.3,8.18,13,66.76,D,{65213399-AD95-4113-B087-DAB0440DEF10}
Noah Gray,TE,Came and Wentz,71.08,4.74,98.9,7.61,13,65.28,D,{C184521A-CEAF-42DB-8452-1ACEAFE2DBB7}
Michael Wilson,WR,Came and Wentz,142.03,9.47,108.3,8.33,13,65.25,D,{C184521A-CEAF-42DB-8452-1ACEAFE2DBB7}
Cardinals D/ST,D/ST,Team Cogs,58.33,3.43,80.0,6.15,13,65.15,D,{91828F94-1966-4B65-828F-9419663B65D8}
Tank Bigsby,RB,Team Cogs,74.42,5.32,100.2,8.35,12,65.14,D,{91828F94-1966-4B65-828F-9419663B65D8}
Juwan Johnson,TE,Philadelphia Bills Mafia,119.96,8.0,88.3,6.79,13,64.88,D,{65213399-AD95-4113-B087-DAB0440DEF10}
Will Levis,QB,Came and Wentz,230.49,15.37,112.58,11.26,10,62.42,D-,{C184521A-CEAF-42DB-8452-1ACEAFE2DBB7}
Mike Gesicki,TE,Eli,79.22,5.28,98.0,7.54,13,61.84,D-,{4406D5E2-027E-496A-8DB3-92E87CDFFD33}
Russell Wilson,QB,Prahlad's Ghost,177.04,14.75,121.76,17.39,7,61.1,D-,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
Commanders D/ST,D/ST,Came and Wentz,83.45,4.91,69.0,5.31,13,59.71,F-,{C184521A-CEAF-42DB-8452-1ACEAFE2DBB7}
Ray Davis,RB,Philadelphia Bills Mafia,75.16,5.37,84.5,6.5,13,58.71,F-,{65213399-AD95-4113-B087-DAB0440DEF10}
Will Reichard,K,Prahlad's Ghost,119.12,7.01,76.0,8.44,9,58.58,F-,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
Cedric Tillman,WR,Team Cogs,78.84,5.26,80.4,7.31,11,57.56,F-,{91828F94-1966-4B65-828F-9419663B65D8}
Buccaneers D/ST,D/ST,Eli,82.89,4.88,62.0,4.77,13,56.84,F-,{4406D5E2-027E-496A-8DB3-92E87CDFFD33}
Isaac Guerendo,RB,Daddy's Home,40.36,2.88,79.8,5.7,14,54.11,F-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Cam Akers,RB,Prahlad's Ghost,23.03,1.77,64.3,4.95,13,53.77,F-,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
Marquez Valdes-Scantling,WR,Team Cogs,27.72,1.85,69.4,6.31,11,53.31,F-,{91828F94-1966-4B65-828F-9419663B65D8}
Ameer Abdullah,RB,Daddy's Home,39.89,2.85,68.4,5.26,13,48.59,F-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Cooper Rush,QB,PAI Alcoholics Anonymous ,34.58,8.64,69.14,7.68,9,47.0,F-,{0CE04EAF-1603-4259-869A-A567F9953F44}
Brandon McManus,K,Pho_King,0.0,0.0,55.0,7.86,7,46.67,F-,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
Grant Calcaterra,TE,Came and Wentz,25.91,1.73,49.2,3.78,13,44.14,F-,{C184521A-CEAF-42DB-8452-1ACEAFE2DBB7}
Matthew Wright,K,Came and Wentz,0.0,0.0,42.0,14.0,3,41.72,F-,{C184521A-CEAF-42DB-8452-1ACEAFE2DBB7}
Isaiah Davis,RB,Team Cogs,55.97,4.0,31.7,2.44,13,36.11,F-,{91828F94-1966-4B65-828F-9419663B65D8}
Jamaal Williams,RB,PAI Alcoholics Anonymous ,95.26,6.8,29.7,2.97,10,29.3,F-,{0CE04EAF-1603-4259-869A-A567F9953F44}
Michael Mayer,TE,Came and Wentz,62.9,4.19,26.0,3.71,7,24.68,F-,{C184521A-CEAF-42DB-8452-1ACEAFE2DBB7}
Kimani Vidal,RB,The Golden Receivers,37.3,2.66,23.7,3.95,6,20.03,F-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Sincere McCormick,RB,Daddy's Home,0.0,0.0,22.7,5.67,4,12.74,F-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Patrick Taylor Jr.,RB,Came and Wentz,15.04,1.16,13.2,1.32,10,10.0,F-,{C184521A-CEAF-42DB-8452-1ACEAFE2DBB7}
