Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
16 - 7,277,49ers D/ST,D/ST,Serving Punt,76.61,4.51,58.0,3.62,16,51.02,F-,{FE598F7B-DEEB-43CB-B866-038706DB52C8}
10 - 13,175,Rashod Bateman,WR,It's Miller Time,135.98,8.0,55.4,4.26,13,50.62,F-,{46993514-CB12-4CFA-9935-14CB122CFA5F}
10 - 15,177,Joshua Palmer,WR,Nothing Beats A Jets 2 Holiday,111.2,6.54,51.2,4.65,11,50.03,F-,{9979E92C-9818-4436-9671-ABA329BBE6D9}
9 - 7,151,Ollie Gordon II,RB,Lamb of Goedert,84.34,4.96,52.0,3.25,16,50.02,F-,{4DBC9875-C246-495B-9731-408DC5E2DFCE}
13 - 11,227,Dyami Brown,WR,Tush Push Director 🍑,107.26,6.31,47.9,3.42,14,49.86,F-,{6463FE68-068E-42B0-BF9C-B0AEFD28D60C}
15 - 9,261,Isaiah Likely,TE,Face Down Sacks Up,99.36,6.62,56.5,4.35,13,49.16,F-,{406D4692-3C67-4DBA-B1E3-5736014C31B1}
16 - 15,285,Emari Demercado,RB,Nothing Beats A Jets 2 Holiday,30.62,1.8,51.6,4.3,12,48.66,F-,{9979E92C-9818-4436-9671-ABA329BBE6D9}
7 - 9,117,Jerome Ford,RB,Face Down Sacks Up,109.27,6.43,43.6,3.35,13,48.63,F-,{406D4692-3C67-4DBA-B1E3-5736014C31B1}
15 - 17,269,Jaylen Wright,RB,Breezy’s Bros,45.44,3.25,44.2,4.91,9,46.98,F-,{C582F37F-EA8C-4A16-802F-468A6362CA16}
13 - 3,219,Josh Reynolds,WR,Sacks and the City,103.94,6.11,23.1,4.62,5,46.92,F-,{FD379251-A8A4-42A5-8FA5-83D1DA913174}
7 - 12,120,Tank Bigsby,RB,Serving Punt,109.66,6.45,36.2,2.26,16,46.32,F-,{FE598F7B-DEEB-43CB-B866-038706DB52C8}
12 - 7,205,Jets D/ST,D/ST,Serving Punt,99.84,5.87,40.0,2.5,16,45.84,F-,{FE598F7B-DEEB-43CB-B866-038706DB52C8}
10 - 11,173,Ray Davis,RB,Nikki  ,81.61,4.8,38.7,2.42,16,45.53,F-,{E358DE2E-F3F6-4E5C-BD8F-18CC4AD28D6C}
6 - 6,96,Austin Ekeler,RB,Say Cheese 🧀💚🧀,207.83,12.23,13.1,6.55,2,45.5,F-,{A3DDC0EE-C12D-4E65-8469-41034B77D8F5}
12 - 5,203,Kendre Miller,RB,Gridiron Grace,80.62,4.74,33.3,4.76,7,45.34,F-,{2C5A506D-2152-485A-A901-E0C1F08F8915}
16 - 4,274,Younghoe Koo,K,Hurts so good,126.75,7.46,30.0,5.0,6,45.29,F-,{2CC644B9-3D0A-49C1-A594-91F37AAB004C}
9 - 9,153,Adam Thielen,WR,Face Down Sacks Up,106.93,6.29,32.3,2.15,15,43.83,F-,{406D4692-3C67-4DBA-B1E3-5736014C31B1}
14 - 7,241,Elijah Arroyo,TE,Serving Punt,114.96,6.76,36.9,2.84,13,43.83,F-,{FE598F7B-DEEB-43CB-B866-038706DB52C8}
12 - 8,206,Tutu Atwell,WR,Tush Push Director 🍑,114.27,6.72,28.3,3.14,9,41.05,F-,{6463FE68-068E-42B0-BF9C-B0AEFD28D60C}
8 - 13,139,Braelon Allen,RB,It's Miller Time,94.17,5.54,15.3,3.83,4,41.0,F-,{46993514-CB12-4CFA-9935-14CB122CFA5F}
16 - 6,276,Raheem Mostert,RB,Say Cheese 🧀💚🧀,46.22,2.72,29.4,2.45,12,39.63,F-,{A3DDC0EE-C12D-4E65-8469-41034B77D8F5}
9 - 16,160,Najee Harris,RB,Men in Tight(End)s,95.04,5.59,11.6,3.87,3,38.88,F-,{337D12A9-D79A-4DBC-BD12-A9D79ACDBCEB}
13 - 2,218,Nick Westbrook-Ikhine,WR,Shae's Sunday Scaries ,109.55,6.44,19.9,1.42,14,38.54,F-,{301FF24A-F501-4A68-A146-66AEDC81FB63}
